user_id	movie_id	rating	date
417	135	3	1997-11-16
20	50	3	1997-11-16
345	51	5	1998-01-17
532	1136	2	1998-02-28
458	190	4	1998-02-02
292	190	5	1997-12-03
87	62	5	1997-11-18
318	49	3	1998-01-11
726	763	2	1998-03-14
484	82	4	1998-03-29
99	274	1	1998-01-24
174	151	3	1998-02-02
828	1597	3	1998-03-27
647	29	4	1997-10-11
437	1211	4	1997-12-01
62	283	4	1997-11-12
727	775	4	1998-01-02
389	526	3	1997-11-21
848	655	4	1998-02-09
111	301	4	1998-04-04
592	631	3	1997-12-24
295	86	5	1997-11-19
405	143	5	1998-01-23
314	196	3	1997-10-26
325	93	4	1998-04-02
279	1093	4	1997-09-26
7	174	5	1998-03-31
562	197	4	1997-11-10
342	301	5	1997-09-23
58	433	5	1998-01-09
630	1197	3	1998-01-24
711	315	4	1998-01-29
10	285	5	1997-10-26
854	628	2	1997-12-22
311	539	4	1998-01-09
314	812	4	1997-10-26
498	410	3	1997-12-12
805	259	1	1997-11-19
600	550	4	1998-02-26
160	160	5	1997-10-14
223	1	4	1998-04-02
257	936	4	1997-12-13
561	639	3	1998-01-26
891	866	5	1997-12-30
389	663	4	1997-11-21
682	56	4	1998-02-26
409	654	3	1997-12-03
181	20	1	1997-11-08
693	576	2	1997-09-29
142	346	5	1998-02-28
293	583	3	1998-03-03
653	188	5	1997-11-06
487	794	5	1997-12-31
577	402	4	1997-11-25
645	673	3	1998-04-08
864	134	5	1998-03-03
593	15	4	1997-10-01
108	515	5	1997-11-18
117	758	2	1997-12-01
774	91	1	1998-02-27
125	22	5	1998-04-17
23	652	4	1997-09-20
823	176	4	1997-11-02
497	774	4	1997-11-12
622	1216	4	1997-12-20
1	238	4	1997-09-24
345	535	3	1998-01-17
279	434	4	1998-04-18
425	161	3	1997-11-05
424	882	3	1997-11-30
391	490	4	1997-10-21
881	218	4	1997-10-11
682	117	4	1998-02-26
690	94	4	1997-12-03
870	939	3	1997-11-16
226	14	5	1998-01-04
348	240	3	1998-02-03
240	302	5	1998-01-26
635	269	5	1997-11-07
721	735	4	1997-10-18
798	367	3	1997-10-02
682	687	2	1998-02-26
222	685	4	1997-12-02
524	1044	4	1998-01-12
891	117	3	1997-12-30
634	756	3	1997-10-01
463	477	2	1997-10-21
410	300	3	1998-02-28
721	435	4	1997-10-18
442	559	2	1997-12-29
145	974	1	1997-12-15
73	127	5	1998-02-28
293	50	5	1998-03-03
295	132	5	1997-11-14
178	282	3	1997-12-22
216	196	5	1997-11-23
77	455	3	1998-01-14
595	1264	2	1998-02-16
654	144	5	1998-02-19
401	237	3	1998-03-27
650	620	2	1998-04-01
377	338	3	1998-03-31
648	219	4	1998-01-15
85	154	4	1997-11-18
848	204	5	1998-02-09
629	172	5	1997-11-21
286	390	1	1998-03-11
178	845	4	1997-12-22
493	754	3	1998-01-07
450	559	3	1997-12-17
69	237	3	1997-12-14
176	240	4	1998-01-29
387	193	5	1998-02-03
653	229	3	1997-11-21
629	7	2	1997-11-21
312	847	3	1998-04-04
694	482	5	1997-10-01
303	70	4	1997-11-14
805	180	3	1997-12-09
719	509	2	1997-11-12
276	294	4	1997-09-20
632	172	5	1997-11-13
843	739	2	1997-11-13
151	499	5	1997-11-14
886	182	4	1997-10-05
894	244	4	1997-11-19
230	926	3	1997-11-25
500	42	5	1998-01-04
151	121	5	1997-11-14
589	332	4	1997-12-29
1	100	5	1997-11-03
463	930	1	1998-03-15
807	1615	4	1998-04-20
610	352	1	1998-02-28
741	724	4	1998-03-27
215	218	3	1998-04-01
294	682	3	1998-03-07
112	754	4	1998-01-17
479	931	2	1997-11-13
330	427	5	1997-10-11
18	393	3	1997-11-21
219	855	5	1998-03-09
435	153	3	1998-01-07
38	153	5	1998-04-13
262	338	4	1997-11-19
279	577	1	1998-03-06
838	24	4	1998-02-09
921	96	4	1997-11-13
406	651	3	1997-12-18
655	1629	3	1998-02-14
311	218	4	1998-01-09
373	596	3	1997-10-17
661	272	4	1998-04-22
109	810	3	1997-11-26
189	131	4	1998-04-22
318	255	4	1998-01-11
820	289	2	1998-02-20
587	312	2	1998-04-18
49	42	4	1998-02-21
622	212	3	1997-12-21
70	208	4	1998-01-07
51	182	3	1997-12-30
244	528	3	1997-11-27
642	174	5	1998-01-26
474	696	3	1998-02-19
932	99	4	1998-03-30
655	1640	3	1998-02-26
289	147	3	1997-10-14
342	276	3	1997-09-23
758	892	2	1997-12-27
279	219	2	1997-10-01
115	443	4	1997-12-03
116	479	4	1997-10-10
476	386	2	1997-12-29
881	195	4	1997-10-11
463	271	1	1998-03-15
350	190	4	1997-12-17
826	332	3	1998-01-25
239	89	4	1998-03-06
456	109	3	1997-12-06
417	40	3	1997-11-16
357	1095	3	1997-11-08
846	542	3	1998-01-04
426	526	4	1997-11-13
102	810	2	1998-03-02
669	64	4	1998-03-30
487	204	4	1997-12-30
882	225	5	1997-11-18
542	625	3	1998-02-03
796	859	2	1998-04-22
57	1001	1	1998-01-02
790	282	4	1998-01-10
401	83	4	1998-03-27
140	268	4	1997-11-08
938	358	4	1998-03-31
373	729	4	1997-10-17
650	525	3	1998-03-31
200	1228	4	1998-01-07
439	100	3	1997-12-23
92	376	3	1997-10-03
682	352	1	1998-02-26
323	150	4	1997-11-05
181	995	1	1997-11-08
871	22	5	1998-02-23
276	941	3	1997-10-27
480	114	4	1998-03-29
508	88	3	1998-01-02
122	187	4	1997-11-11
897	208	5	1997-11-20
102	686	3	1998-03-02
457	483	5	1997-12-17
751	238	3	1998-03-07
308	174	4	1998-02-17
733	744	4	1997-11-14
537	357	4	1998-01-29
299	522	3	1997-10-26
7	187	4	1998-03-31
537	90	1	1998-01-29
269	705	2	1998-04-01
279	976	3	1997-10-25
705	399	5	1997-12-29
83	174	5	1997-11-23
578	1264	3	1998-03-26
561	676	3	1998-01-26
603	174	3	1998-04-07
90	971	4	1998-04-01
846	70	4	1998-01-04
758	311	4	1997-11-28
897	82	5	1997-11-20
207	529	4	1997-10-30
801	307	4	1998-03-19
305	172	4	1998-02-01
617	774	1	1998-01-03
784	260	4	1998-04-01
234	486	3	1998-04-09
481	780	1	1998-01-26
271	318	5	1998-01-26
428	259	4	1998-01-28
92	238	5	1997-09-30
6	306	4	1997-12-28
244	629	4	1997-11-27
693	234	2	1997-09-28
279	92	4	1998-03-19
717	50	4	1998-01-13
602	343	2	1998-02-28
927	819	3	1997-11-10
326	86	2	1997-11-18
181	1137	1	1997-11-08
588	272	5	1998-03-16
232	638	5	1998-02-27
44	190	5	1997-11-01
87	1028	4	1997-11-18
305	690	4	1998-02-01
269	716	4	1998-04-01
932	502	4	1998-03-30
293	12	4	1998-03-03
893	290	3	1997-09-21
450	278	5	1997-12-18
805	195	3	1997-12-09
407	194	4	1997-09-24
90	1101	4	1998-04-01
901	1049	3	1997-10-18
56	391	3	1998-04-18
43	203	4	1998-01-05
551	761	1	1998-04-17
417	364	3	1997-12-01
230	621	2	1997-11-25
846	1297	3	1998-01-04
455	214	3	1997-11-09
409	1392	1	1997-12-03
374	931	3	1997-12-01
892	173	5	1998-02-04
590	276	4	1997-11-13
897	566	2	1997-11-20
269	710	1	1998-04-01
62	9	4	1997-11-12
352	181	4	1998-01-08
551	13	1	1998-04-17
833	589	5	1997-09-23
295	1297	4	1997-11-14
216	7	5	1997-11-22
334	95	3	1998-04-02
268	1041	1	1997-10-02
455	515	4	1997-11-03
778	262	4	1998-04-02
234	88	3	1998-04-12
311	621	4	1998-01-09
110	722	3	1998-02-09
299	727	4	1997-10-30
548	1011	2	1998-04-01
843	258	4	1997-11-13
437	283	1	1997-11-21
393	62	4	1998-03-12
257	289	4	1997-11-08
174	100	5	1998-02-02
157	1283	2	1998-02-07
345	44	3	1998-01-17
933	231	1	1997-09-22
90	259	2	1998-04-01
710	56	5	1997-12-14
733	293	4	1997-11-14
419	28	3	1997-11-13
934	154	3	1998-03-29
507	316	5	1998-03-15
664	484	5	1997-10-29
276	737	4	1998-03-27
567	293	5	1997-12-18
828	531	4	1998-03-27
751	367	4	1998-03-05
504	969	4	1998-02-18
276	334	4	1997-10-27
846	468	4	1998-01-04
774	380	2	1998-02-27
684	98	4	1997-11-05
805	202	2	1997-12-09
417	47	3	1997-11-16
798	259	5	1997-09-26
59	194	3	1998-02-23
405	785	1	1998-01-23
313	1470	1	1998-03-27
936	748	2	1998-02-07
194	1206	1	1997-11-15
537	978	2	1998-01-29
682	323	2	1998-02-26
164	300	5	1998-03-09
276	68	4	1997-09-20
102	195	4	1998-03-02
452	96	2	1997-09-26
434	471	2	1998-02-06
411	9	4	1998-03-27
246	1	4	1998-01-16
889	818	4	1997-11-22
880	249	4	1997-11-22
85	204	4	1997-11-18
717	245	4	1998-01-12
312	1192	3	1998-04-04
291	1219	4	1997-09-24
943	672	5	1998-02-28
256	451	4	1997-12-15
1	63	2	1997-11-03
715	462	4	1997-10-04
624	741	4	1997-11-17
83	281	5	1997-11-23
534	591	5	1997-10-25
63	20	3	1997-10-02
181	847	1	1997-11-08
13	268	4	1997-12-07
328	620	3	1998-01-17
807	511	5	1998-04-16
690	121	3	1997-12-03
539	22	3	1997-11-17
749	142	4	1997-11-06
7	8	5	1998-03-31
178	66	4	1997-12-22
221	282	4	1997-09-26
496	721	5	1997-10-05
747	967	3	1998-02-28
474	1009	4	1998-02-19
800	457	2	1998-02-16
533	120	1	1997-11-12
401	582	4	1998-03-27
751	87	5	1998-03-07
11	654	3	1998-04-07
401	133	4	1998-03-27
633	405	4	1997-09-27
886	95	5	1997-10-05
90	270	4	1998-04-01
427	245	5	1997-11-16
101	24	4	1997-10-18
666	742	3	1997-11-23
897	616	5	1997-11-20
39	345	3	1998-04-01
805	806	4	1997-12-09
286	741	4	1997-10-11
880	227	2	1997-11-22
58	144	4	1998-01-09
593	11	4	1997-10-01
624	248	4	1997-11-17
831	100	4	1998-03-31
7	318	5	1998-03-31
237	169	5	1997-11-13
83	22	5	1997-11-23
82	178	4	1997-11-05
130	347	4	1998-01-12
308	264	2	1998-02-17
493	338	4	1998-01-07
154	202	3	1997-11-10
916	948	2	1997-11-29
524	679	2	1998-01-12
802	445	3	1997-10-04
429	739	3	1997-12-17
301	11	4	1997-12-14
198	265	3	1998-01-07
49	717	2	1998-02-21
221	230	3	1997-09-26
256	1046	4	1997-12-15
343	478	5	1997-10-09
374	948	2	1997-11-24
6	166	4	1997-12-31
543	566	4	1997-10-22
378	181	4	1997-11-20
524	606	4	1998-01-12
330	205	3	1997-10-11
514	408	5	1997-09-27
160	544	4	1997-10-13
846	417	4	1998-01-04
260	313	5	1998-03-23
885	866	3	1998-01-25
894	1226	4	1997-11-19
880	1058	2	1997-11-23
187	191	5	1997-11-14
569	248	4	1997-11-17
90	707	5	1998-04-01
561	501	3	1998-01-26
343	1107	3	1997-10-09
659	642	2	1998-04-01
393	940	2	1998-03-12
526	342	2	1998-01-24
698	490	3	1998-02-01
840	169	5	1998-03-29
755	289	1	1997-12-19
378	94	3	1997-11-24
653	196	2	1997-11-21
825	275	3	1997-12-02
16	498	5	1997-10-24
269	537	5	1998-04-01
425	1596	2	1997-11-05
92	147	2	1997-09-30
328	289	4	1998-01-17
666	11	4	1997-11-23
284	750	3	1998-01-20
361	100	5	1997-11-13
670	96	5	1997-10-27
586	820	4	1998-01-06
234	378	4	1998-04-12
223	864	3	1998-04-02
305	1104	4	1998-02-01
454	310	4	1997-12-12
883	275	4	1998-04-04
537	526	3	1998-01-29
541	420	4	1998-01-04
727	510	4	1998-01-02
342	28	2	1997-09-27
422	334	4	1997-10-18
694	191	5	1997-10-01
395	1	5	1998-01-02
407	483	4	1997-09-23
67	276	4	1997-09-27
15	934	4	1997-11-13
864	549	3	1998-03-03
233	197	5	1997-10-24
712	498	3	1997-09-20
178	993	5	1997-12-22
655	321	3	1998-02-14
919	305	4	1998-01-17
94	731	3	1998-04-04
922	421	4	1998-04-01
7	132	5	1998-03-31
446	688	2	1997-11-17
295	1039	4	1997-11-14
577	50	4	1997-11-25
803	264	2	1997-11-20
453	246	5	1997-10-22
263	271	1	1998-03-31
658	201	3	1997-09-25
195	198	3	1998-01-10
109	63	3	1997-11-26
450	311	4	1998-01-28
653	310	4	1998-01-10
429	491	3	1997-12-17
642	240	3	1998-01-24
694	144	4	1997-10-01
625	174	4	1998-03-30
270	387	5	1997-10-16
91	427	4	1998-04-01
727	809	4	1998-01-02
89	268	5	1997-11-13
504	216	4	1998-02-18
699	977	2	1997-11-10
618	133	4	1998-03-31
312	174	5	1998-04-04
262	699	5	1997-11-17
409	1379	3	1997-12-03
397	483	5	1998-01-21
851	125	4	1997-10-01
11	367	3	1998-04-07
544	286	4	1998-01-14
387	201	5	1998-02-03
43	284	5	1998-01-05
92	755	3	1997-09-30
872	310	4	1998-02-26
655	750	2	1998-02-14
189	225	4	1998-04-22
624	879	3	1997-11-17
417	1411	3	1997-12-01
279	1180	2	1998-03-25
87	1189	5	1997-11-18
537	234	3	1998-01-29
265	477	3	1997-09-27
548	118	5	1998-04-01
324	270	5	1997-11-26
191	900	4	1998-04-03
59	173	5	1998-02-23
741	15	4	1998-04-01
862	271	5	1997-11-12
764	21	2	1997-10-07
463	1244	1	1998-03-22
60	1122	5	1997-12-28
75	477	4	1998-01-06
482	682	3	1998-02-16
206	1433	1	1998-02-22
348	926	3	1998-02-03
262	923	4	1997-11-19
435	181	5	1998-01-07
621	367	3	1997-09-22
712	783	3	1997-09-22
207	792	2	1997-10-05
826	176	5	1998-01-25
178	483	4	1997-12-22
496	88	1	1997-10-05
276	685	4	1997-09-20
425	1129	3	1997-11-05
33	682	4	1998-04-07
222	419	2	1997-10-30
260	682	4	1998-03-23
345	300	3	1998-01-15
745	7	4	1997-11-21
457	151	5	1997-12-17
338	52	5	1997-11-13
179	347	3	1998-04-09
727	205	5	1998-01-02
407	869	3	1997-09-29
682	159	3	1998-02-26
311	511	4	1998-01-09
405	1182	1	1998-01-23
650	719	3	1998-04-01
847	225	1	1997-11-06
435	369	1	1998-01-07
64	405	3	1998-03-12
653	167	2	1997-11-22
91	318	5	1998-04-01
